-0.14306773603975426 1:0.0 2:0.6923076923076923 3:0.7692307692307693 4:0.07692307692307693 5:1.6153846153846154 6:1.6923076923076923 7:0.9230769230769231 8:1.0
-0.14306821331271988 1:0.6923076923076923 2:0.0 3:0.07692307692307693 4:0.7692307692307693 5:0.9230769230769231 6:1.0 7:1.6153846153846154 8:1.6923076923076923
-0.20306773264188455 1:0.7692307692307693 2:0.07692307692307693 3:0.0 4:0.7692307692307693 5:1.0 6:1.0 7:1.6923076923076923 8:1.7692307692307692
-0.20307178946705393 1:0.07692307692307693 2:0.7692307692307693 3:0.7692307692307693 4:0.0 5:1.6923076923076923 6:1.7692307692307692 7:1.0 8:1.0
1.2969317866872803 1:1.6153846153846154 2:0.9230769230769231 3:1.0 4:1.6923076923076923 5:0.0 6:0.07692307692307693 7:2.5384615384615383 8:2.6153846153846154
1.356932253083812 1:1.6923076923076923 2:1.0 3:1.0 4:1.7692307692307692 5:0.07692307692307693 6:0.0 7:2.6153846153846154 8:2.6923076923076925
1.296932248585781 1:0.9230769230769231 2:1.6153846153846154 3:1.6923076923076923 4:1.0 5:2.5384615384615383 6:2.6153846153846154 7:0.0 8:0.07692307692307693
1.356931790640101 1:1.0 2:1.6923076923076923 3:1.7692307692307692 4:1.0 5:2.6153846153846154 6:2.6923076923076925 7:0.07692307692307693 8:0.0
